milliseconds,orientationx,orientationy,orientationz,angVelocityx,angVelocityy,angVelocityz,linAccelerationx,linAccelerationy,linAccelerationz,magneticx,magneticy,magneticz,accelerationx,accelerationy,accelerationz,gravityx,gravityy,gravityz,altitude
5448416,55.25,-59.56,158.19,-0.03,-0.03,0.20,0.11,0.34,-0.17,39.88,26.06,8.38,-8.34,-1.47,-4.77,-8.46,-1.82,-4.60,50.12
5448447,54.81,-59.81,158.81,0.04,-0.05,0.17,0.08,0.26,-0.15,39.56,24.88,8.00,-8.39,-1.51,-4.74,-8.47,-1.77,-4.59,50.05
5448476,54.81,-59.94,159.06,0.15,-0.03,0.17,0.04,0.32,-0.14,39.56,24.88,8.00,-8.44,-1.42,-4.72,-8.49,-1.74,-4.58,50.06
5448506,54.88,-60.06,159.38,0.16,-0.01,0.15,0.00,0.24,-0.17,40.25,23.50,8.88,-8.49,-1.47,-4.74,-8.50,-1.72,-4.57,50.05
5448535,55.06,-60.12,159.44,0.23,-0.01,0.15,0.12,0.19,-0.04,39.56,24.19,7.75,-8.38,-1.51,-4.61,-8.50,-1.70,-4.56,50.09
5448565,55.50,-60.19,159.44,0.29,0.01,0.13,0.08,0.12,-0.05,39.56,24.19,7.75,-8.42,-1.58,-4.61,-8.51,-1.70,-4.55,50.05
5448595,56.06,-60.25,159.31,0.32,0.00,0.12,0.17,0.06,-0.08,39.88,24.19,6.06,-8.34,-1.64,-4.63,-8.52,-1.71,-4.54,50.12
5448625,56.81,-60.31,159.06,0.32,-0.02,0.09,0.23,-0.11,-0.05,39.88,24.19,6.06,-8.29,-1.85,-4.58,-8.52,-1.73,-4.52,50.12
5448655,57.56,-60.44,158.69,0.35,-0.04,0.09,0.14,-0.19,-0.01,40.69,23.75,7.00,-8.39,-1.96,-4.51,-8.53,-1.76,-4.49,50.13
5448685,58.38,-60.56,158.25,0.35,-0.08,0.10,0.08,-0.29,0.16,41.06,23.50,6.19,-8.45,-2.08,-4.29,-8.54,-1.79,-4.46,50.20
5448715,59.12,-60.75,157.81,0.28,-0.09,0.11,0.13,-0.41,0.31,41.06,23.50,6.19,-8.43,-2.23,-4.10,-8.56,-1.81,-4.41,50.13
5448745,59.69,-60.94,157.31,0.22,-0.08,0.12,-0.03,-0.34,0.37,41.06,23.50,6.06,-8.61,-2.17,-4.00,-8.58,-1.83,-4.37,50.14
5448776,59.94,-61.19,157.12,0.09,-0.04,0.13,-0.21,-0.21,0.31,41.06,23.50,6.06,-8.80,-2.04,-4.03,-8.59,-1.82,-4.34,50.07
5448805,59.94,-61.31,157.31,0.07,-0.00,0.11,-0.05,-0.12,0.28,41.06,22.69,4.75,-8.66,-1.93,-4.05,-8.60,-1.80,-4.33,50.08
5448835,60.00,-61.38,157.44,0.01,0.05,0.05,0.15,0.03,0.21,42.50,23.56,3.88,-8.45,-1.76,-4.12,-8.60,-1.79,-4.33,50.10
5448866,59.94,-61.31,157.56,-0.02,0.08,0.00,0.17,0.14,-0.05,42.50,23.56,3.88,-8.43,-1.64,-4.40,-8.60,-1.79,-4.35,50.09
5448896,60.00,-61.19,157.69,0.02,0.07,-0.02,0.09,0.07,-0.22,41.38,22.75,4.88,-8.49,-1.71,-4.60,-8.59,-1.79,-4.37,50.10
5448926,60.12,-61.06,157.69,0.06,0.05,-0.01,0.11,-0.01,-0.22,41.38,22.75,4.88,-8.46,-1.81,-4.61,-8.58,-1.80,-4.38,50.04
5448956,60.38,-61.00,157.56,0.10,0.03,0.01,0.14,-0.15,-0.03,41.75,22.75,6.50,-8.43,-1.97,-4.42,-8.57,-1.81,-4.39,50.04
5448986,60.62,-60.94,157.50,0.07,0.03,0.02,0.13,-0.06,0.25,40.69,23.56,3.38,-8.43,-1.88,-4.14,-8.57,-1.82,-4.39,49.99
5449016,60.69,-60.88,157.50,-0.03,0.03,0.01,0.16,0.11,0.19,40.69,23.56,3.38,-8.40,-1.69,-4.21,-8.57,-1.81,-4.40,49.97
5449045,60.56,-60.88,157.62,-0.08,0.02,-0.00,0.13,0.11,0.00,41.38,23.19,5.56,-8.44,-1.66,-4.52,-8.56,-1.80,-4.41,50.04
5449076,60.44,-60.88,157.75,0.00,0.00,0.01,0.13,0.07,-0.13,41.38,23.19,5.56,-8.43,-1.72,-4.54,-8.56,-1.80,-4.41,50.02
5449106,60.50,-60.88,157.69,0.03,-0.01,0.01,0.12,0.01,-0.09,42.19,23.19,4.75,-8.44,-1.79,-4.50,-8.56,-1.80,-4.41,49.96
5449136,60.56,-60.88,157.69,0.05,-0.02,0.02,0.14,-0.09,0.00,41.38,23.19,5.56,-8.42,-1.89,-4.40,-8.56,-1.80,-4.41,49.95
5449166,60.62,-60.94,157.62,0.04,-0.02,0.04,0.00,-0.12,0.09,41.38,23.19,5.56,-8.56,-1.93,-4.30,-8.57,-1.80,-4.40,49.96
5449195,60.62,-60.94,157.69,-0.00,-0.01,0.03,-0.07,-0.04,0.12,42.88,23.19,5.56,-8.65,-1.84,-4.27,-8.57,-1.80,-4.40,50.00
5449226,60.50,-61.00,157.75,-0.07,-0.01,-0.01,-0.04,0.06,0.11,42.88,23.19,5.56,-8.62,-1.73,-4.29,-8.57,-1.79,-4.40,50.04
5449256,60.31,-60.94,157.81,-0.09,0.01,-0.04,0.10,0.11,0.03,41.38,23.19,5.19,-8.46,-1.67,-4.37,-8.57,-1.79,-4.40,50.06
5449286,60.19,-60.94,157.88,-0.05,0.02,-0.04,0.17,0.07,0.00,41.75,23.19,5.56,-8.39,-1.72,-4.40,-8.57,-1.79,-4.41,50.08
5449312,60.19,-60.81,157.88,-0.04,0.02,-0.04,0.07,0.02,-0.04,41.75,23.19,5.56,-8.49,-1.77,-4.46,-8.56,-1.79,-4.42,49.97
5449341,60.12,-60.81,157.81,-0.06,0.00,-0.03,0.09,-0.02,-0.04,41.75,23.88,4.75,-8.47,-1.82,-4.47,-8.56,-1.79,-4.42,49.92
5449369,59.94,-60.81,157.88,-0.09,-0.03,-0.03,0.12,-0.04,-0.04,41.75,23.88,4.75,-8.41,-1.79,-4.44,-8.56,-1.79,-4.42,49.97
5449398,59.69,-60.81,157.94,-0.12,-0.03,-0.04,0.16,0.06,-0.02,42.19,23.19,5.19,-8.40,-1.72,-4.44,-8.56,-1.79,-4.42,50.08
5449427,59.50,-60.81,157.94,-0.08,-0.02,-0.04,0.12,0.11,-0.06,42.19,23.19,5.19,-8.44,-1.67,-4.49,-8.56,-1.78,-4.42,50.03
5449458,59.44,-60.81,157.94,-0.03,-0.02,-0.03,0.07,0.09,-0.03,41.75,22.75,5.19,-8.49,-1.69,-4.45,-8.56,-1.79,-4.42,50.06
5449487,59.38,-60.88,157.88,-0.04,-0.01,-0.03,0.05,0.09,0.14,41.75,24.69,5.69,-8.51,-1.69,-4.27,-8.56,-1.79,-4.42,50.07
5449518,59.19,-60.81,157.94,-0.10,0.01,-0.04,0.10,0.13,0.02,41.75,24.69,5.69,-8.46,-1.65,-4.40,-8.56,-1.78,-4.42,49.98
5449547,59.06,-60.81,158.00,-0.04,0.01,-0.03,0.17,0.09,-0.13,41.75,23.19,4.25,-8.38,-1.69,-4.57,-8.56,-1.78,-4.43,49.96
5449577,59.12,-60.75,158.00,0.05,0.02,-0.00,0.17,-0.02,-0.05,41.75,23.19,4.25,-8.37,-1.82,-4.49,-8.55,-1.79,-4.44,49.90
5449607,59.31,-60.69,157.88,0.05,0.01,0.01,0.19,-0.10,0.10,41.75,23.56,5.69,-8.36,-1.90,-4.33,-8.55,-1.80,-4.44,49.96
5449637,59.38,-60.69,157.88,-0.01,0.02,0.01,0.18,-0.07,0.21,42.88,23.88,6.19,-8.36,-1.87,-4.22,-8.55,-1.80,-4.44,50.02
5449667,59.31,-60.69,157.94,-0.04,0.03,0.02,0.03,0.01,0.01,42.88,23.88,6.19,-8.51,-1.77,-4.44,-8.55,-1.79,-4.45,50.04
5449697,59.19,-60.62,158.12,-0.02,0.03,0.02,0.03,0.04,-0.16,42.19,23.56,6.50,-8.50,-1.74,-4.62,-8.54,-1.78,-4.46,50.14
5449727,59.06,-60.62,158.25,-0.03,0.00,0.00,0.17,0.09,-0.11,42.19,23.56,6.50,-8.37,-1.68,-4.58,-8.54,-1.78,-4.46,50.16
5449758,59.00,-60.62,158.25,-0.04,-0.05,-0.03,0.22,0.18,-0.10,41.75,23.56,5.56,-8.32,-1.59,-4.56,-8.54,-1.77,-4.46,50.21
5449787,58.81,-60.69,158.25,-0.04,-0.06,-0.03,0.11,0.22,-0.14,41.38,23.88,6.50,-8.44,-1.55,-4.60,-8.55,-1.77,-4.45,50.15
5449817,58.88,-60.75,158.19,0.08,-0.05,-0.01,0.14,0.11,-0.03,41.38,23.88,6.50,-8.41,-1.66,-4.47,-8.55,-1.78,-4.44,50.04
5449847,59.06,-60.81,157.94,0.12,-0.03,0.02,0.18,-0.06,0.02,41.38,23.19,6.06,-8.38,-1.86,-4.40,-8.56,-1.79,-4.42,50.07
5449877,59.38,-60.88,157.81,0.11,-0.03,0.02,0.13,-0.12,0.18,41.38,23.19,6.06,-8.43,-1.93,-4.22,-8.56,-1.80,-4.41,50.03
5449907,59.56,-60.88,157.62,0.01,-0.00,0.00,0.12,-0.03,0.21,41.38,23.56,5.56,-8.44,-1.84,-4.19,-8.57,-1.81,-4.40,50.01
5449937,59.56,-60.88,157.62,-0.01,0.02,-0.01,0.06,0.00,0.09,41.38,23.88,4.75,-8.50,-1.81,-4.31,-8.57,-1.81,-4.40,50.04
5449967,59.56,-60.88,157.69,0.03,0.04,-0.00,0.08,0.02,0.06,41.38,23.88,4.75,-8.47,-1.78,-4.35,-8.56,-1.81,-4.41,50.00
5449997,59.69,-60.81,157.69,0.02,0.03,-0.00,0.27,-0.08,0.00,41.38,23.19,4.25,-8.28,-1.90,-4.42,-8.56,-1.81,-4.42,50.06
5450027,59.75,-60.75,157.62,0.01,0.01,0.01,0.29,-0.19,-0.05,41.38,23.19,4.25,-8.26,-2.01,-4.48,-8.55,-1.81,-4.42,50.02
5450057,59.81,-60.69,157.62,0.02,0.01,0.03,0.08,-0.29,0.04,42.19,23.19,5.19,-8.47,-2.11,-4.38,-8.55,-1.82,-4.43,50.02
5450087,59.88,-60.69,157.62,-0.04,0.00,0.04,-0.09,-0.30,0.20,42.19,23.56,5.56,-8.65,-2.12,-4.23,-8.55,-1.81,-4.43,49.96
5450117,59.50,-60.75,157.88,-0.16,-0.02,0.00,-0.14,-0.20,0.24,42.19,23.56,5.56,-8.70,-2.00,-4.18,-8.55,-1.79,-4.43,49.95
5450147,59.12,-60.81,158.00,-0.31,-0.03,-0.06,0.05,-0.01,0.11,41.38,23.56,4.75,-8.50,-1.79,-4.31,-8.56,-1.77,-4.43,49.96
5450177,58.12,-60.75,158.38,-0.31,-0.01,-0.09,0.19,0.16,0.02,41.38,23.56,4.75,-8.36,-1.59,-4.41,-8.56,-1.75,-4.44,49.93
5450209,57.56,-60.75,158.56,-0.23,0.00,-0.09,0.28,0.28,-0.09,42.56,23.88,5.19,-8.26,-1.45,-4.55,-8.55,-1.74,-4.46,49.98
5450239,57.19,-60.62,158.69,-0.16,-0.01,-0.08,0.20,0.21,-0.16,41.38,23.56,6.88,-8.34,-1.52,-4.64,-8.55,-1.74,-4.47,50.10
5450270,57.00,-60.62,158.69,-0.10,-0.04,-0.06,0.06,0.07,-0.15,41.38,23.56,6.88,-8.48,-1.66,-4.63,-8.54,-1.74,-4.47,50.10
5450300,56.75,-60.69,158.69,-0.11,-0.06,-0.06,-0.08,0.10,-0.02,41.38,23.88,6.50,-8.64,-1.64,-4.49,-8.55,-1.74,-4.47,50.09
5450332,56.50,-60.69,158.69,-0.10,-0.04,-0.06,0.00,0.12,0.02,41.38,23.88,6.50,-8.55,-1.61,-4.43,-8.55,-1.73,-4.46,50.03
5450359,56.44,-60.69,158.62,-0.04,-0.01,-0.05,0.14,0.13,0.09,41.38,23.56,6.88,-8.44,-1.62,-4.35,-8.55,-1.74,-4.46,50.01
5450389,56.38,-60.69,158.62,-0.05,-0.01,-0.04,0.12,0.16,0.06,41.38,23.88,7.38,-8.42,-1.58,-4.40,-8.55,-1.74,-4.46,50.06
5450416,56.25,-60.69,158.56,-0.04,0.00,-0.04,0.21,0.16,-0.04,41.38,23.88,7.38,-8.33,-1.58,-4.51,-8.55,-1.74,-4.46,50.09
5450445,56.25,-60.62,158.56,0.00,-0.00,-0.03,0.22,0.12,-0.05,40.69,23.88,6.88,-8.33,-1.67,-4.49,-8.54,-1.75,-4.47,50.01
5450471,56.38,-60.62,158.50,0.06,0.01,0.00,0.08,0.00,-0.01,40.69,23.88,6.88,-8.45,-1.76,-4.48,-8.54,-1.76,-4.46,50.04
5450497,56.56,-60.62,158.38,0.05,0.01,0.01,0.00,-0.02,-0.02,40.69,24.69,6.50,-8.55,-1.79,-4.49,-8.54,-1.76,-4.46,50.11
5450528,56.62,-60.62,158.38,0.02,0.00,0.00,-0.15,0.10,0.00,40.69,24.69,6.50,-8.69,-1.66,-4.47,-8.54,-1.76,-4.46,50.11
5450558,56.62,-60.62,158.38,-0.01,-0.01,-0.03,-0.07,0.21,0.01,42.19,23.56,6.88,-8.62,-1.55,-4.45,-8.54,-1.77,-4.46,50.09
5450588,56.62,-60.62,158.25,-0.01,-0.01,-0.07,0.13,0.23,0.04,41.38,23.88,6.06,-8.41,-1.54,-4.41,-8.54,-1.77,-4.46,50.11
5450615,56.81,-60.56,158.06,0.07,0.01,-0.07,0.30,0.17,0.09,41.38,23.88,6.06,-8.23,-1.62,-4.37,-8.54,-1.79,-4.46,50.09
5450643,57.06,-60.56,157.81,0.14,0.01,-0.04,0.35,-0.09,0.08,41.38,23.56,5.56,-8.19,-1.91,-4.37,-8.54,-1.82,-4.46,50.15
5450674,57.50,-60.50,157.56,0.16,0.02,0.01,0.29,-0.30,0.01,41.38,23.56,5.56,-8.31,-2.24,-4.42,-8.53,-1.84,-4.45,50.14
5450705,57.81,-60.50,157.44,0.11,0.01,0.04,0.13,-0.43,0.11,41.06,23.88,6.06,-8.46,-2.27,-4.33,-8.54,-1.84,-4.45,50.06
5450737,57.81,-60.56,157.44,-0.03,-0.03,0.03,-0.13,-0.35,0.16,39.88,24.25,4.75,-8.68,-2.19,-4.28,-8.54,-1.83,-4.44,50.15
5450767,57.31,-60.75,157.62,-0.18,-0.09,-0.01,-0.24,-0.21,0.29,39.88,24.25,4.75,-8.79,-2.03,-4.13,-8.55,-1.82,-4.43,49.99
5450795,56.94,-60.81,157.75,-0.25,-0.08,-0.04,-0.24,-0.07,0.32,41.06,23.88,6.06,-8.75,-1.68,-4.06,-8.56,-1.80,-4.42,49.95
5450826,56.25,-60.88,157.94,-0.28,-0.03,-0.09,-0.08,0.32,0.30,41.06,23.88,6.06,-8.53,-1.30,-4.19,-8.56,-1.78,-4.42,49.97
5450856,55.81,-60.75,158.06,-0.21,0.04,-0.11,0.22,0.51,0.00,41.38,23.88,6.88,-8.32,-1.27,-4.45,-8.55,-1.78,-4.44,49.95
5450885,55.81,-60.56,158.00,0.00,0.12,-0.09,0.38,0.38,-0.10,41.38,23.88,6.88,-8.07,-1.40,-4.59,-8.53,-1.80,-4.47,50.02
5450916,56.19,-60.31,157.88,0.09,0.14,-0.04,0.44,0.07,-0.27,40.69,25.38,6.06,-8.17,-1.87,-4.86,-8.51,-1.83,-4.50,49.96
5450944,56.69,-60.12,157.75,0.18,0.08,0.03,0.25,-0.13,-0.37,40.69,24.25,6.50,-8.25,-1.98,-4.89,-8.50,-1.84,-4.51,49.98
5450970,57.00,-60.12,157.69,0.11,0.01,0.06,0.08,-0.20,-0.19,40.69,24.25,6.50,-8.44,-1.99,-4.59,-8.50,-1.84,-4.51,50.04
5450998,57.00,-60.19,157.69,-0.00,-0.05,0.04,0.03,-0.07,0.07,40.69,25.00,7.38,-8.47,-1.91,-4.43,-8.51,-1.84,-4.50,50.06
5451028,56.88,-60.31,157.75,-0.04,-0.06,0.00,-0.01,0.09,0.21,40.69,25.00,7.38,-8.54,-1.74,-4.27,-8.52,-1.83,-4.49,50.10
5451057,56.75,-60.38,157.75,-0.04,-0.04,-0.01,0.03,0.18,0.13,40.69,24.25,7.75,-8.49,-1.64,-4.34,-8.52,-1.83,-4.48,50.01
5451086,56.69,-60.38,157.75,0.00,0.01,-0.01,0.03,0.18,0.10,40.69,24.25,6.50,-8.48,-1.63,-4.39,-8.52,-1.82,-4.48,50.04
5451116,56.75,-60.38,157.75,0.05,0.04,-0.00,0.07,0.14,-0.07,40.69,24.25,6.50,-8.44,-1.68,-4.55,-8.52,-1.83,-4.48,50.02
5451145,57.00,-60.31,157.69,0.10,0.04,0.00,0.19,0.02,-0.17,41.38,23.56,6.06,-8.29,-1.85,-4.67,-8.51,-1.84,-4.49,50.01
5451176,57.31,-60.25,157.56,0.14,0.02,0.02,0.22,-0.12,-0.09,41.38,23.56,6.06,-8.32,-1.96,-4.55,-8.51,-1.85,-4.49,49.99
5451206,57.62,-60.25,157.38,0.11,0.00,0.01,0.13,-0.07,0.01,40.69,24.25,7.38,-8.44,-1.87,-4.40,-8.51,-1.87,-4.49,49.96
5451234,57.88,-60.25,157.25,0.07,-0.00,0.00,0.06,0.09,0.11,40.69,24.25,7.38,-8.44,-1.78,-4.37,-8.51,-1.88,-4.48,50.02
5451265,58.06,-60.25,157.19,0.06,0.00,-0.00,0.05,0.09,0.11,41.06,23.88,6.06,-8.44,-1.75,-4.40,-8.51,-1.88,-4.48,49.99
5451294,58.25,-60.25,157.06,0.08,0.01,0.00,0.07,0.00,0.01,40.69,24.69,6.06,-8.43,-1.88,-4.46,-8.51,-1.89,-4.48,49.97
5451323,58.56,-60.19,156.88,0.10,0.02,0.02,0.12,-0.13,-0.01,40.69,24.69,6.06,-8.39,-2.03,-4.49,-8.51,-1.90,-4.47,50.01
5451352,58.69,-60.19,156.88,0.08,0.00,0.03,0.15,-0.15,0.00,42.19,24.69,5.56,-8.35,-2.06,-4.48,-8.51,-1.91,-4.47,49.99
5451381,58.81,-60.25,156.81,0.03,-0.02,0.04,0.15,-0.10,0.06,42.19,24.69,5.56,-8.36,-2.01,-4.40,-8.51,-1.91,-4.47,50.06
5451411,58.75,-60.25,156.88,0.01,-0.02,0.04,0.12,-0.01,0.10,40.69,23.88,5.56,-8.39,-1.91,-4.36,-8.51,-1.90,-4.46,50.07
5451438,58.69,-60.31,156.94,0.00,-0.01,0.03,0.04,0.05,0.10,41.06,24.25,5.56,-8.47,-1.84,-4.35,-8.52,-1.89,-4.46,50.12
5451468,58.69,-60.31,157.00,0.01,-0.01,0.02,0.04,0.03,0.02,41.06,24.25,5.56,-8.47,-1.85,-4.44,-8.52,-1.89,-4.46,50.01
5451498,58.69,-60.31,157.06,0.02,-0.01,0.02,0.10,0.04,0.04,41.06,24.25,7.38,-8.41,-1.84,-4.41,-8.52,-1.88,-4.46,50.14
5451528,58.69,-60.38,157.06,0.01,-0.00,0.01,0.19,0.04,-0.02,41.06,24.25,7.38,-8.33,-1.84,-4.49,-8.52,-1.88,-4.46,50.12
5451557,58.69,-60.38,157.12,0.01,-0.00,0.00,0.28,-0.01,-0.10,40.69,24.69,4.75,-8.23,-1.89,-4.57,-8.52,-1.88,-4.46,50.09
5451586,58.81,-60.31,157.06,0.08,0.00,0.04,0.22,0.02,-0.08,40.69,24.69,4.75,-8.37,-1.86,-4.50,-8.52,-1.88,-4.46,50.11
5451617,58.88,-60.38,157.12,0.08,-0.00,0.06,0.05,0.06,-0.02,41.06,23.88,5.56,-8.47,-1.81,-4.48,-8.52,-1.87,-4.46,50.11
5451646,59.00,-60.44,157.12,0.09,-0.02,0.06,0.00,0.07,0.04,41.38,23.88,5.56,-8.52,-1.81,-4.40,-8.53,-1.87,-4.45,50.16
5451677,59.19,-60.50,157.06,0.09,-0.02,0.04,0.04,-0.02,0.12,41.38,23.88,5.56,-8.47,-1.93,-4.32,-8.53,-1.87,-4.44,50.15
5451707,59.31,-60.50,157.00,0.07,-0.00,0.02,0.09,-0.20,0.11,41.06,24.38,6.06,-8.44,-2.09,-4.32,-8.53,-1.88,-4.43,50.18
5451735,59.44,-60.50,156.94,0.03,0.00,0.02,0.08,-0.21,0.10,41.06,24.38,6.06,-8.44,-2.10,-4.32,-8.53,-1.88,-4.43,50.14
5451767,59.44,-60.56,156.94,-0.02,0.00,0.03,0.14,-0.13,0.09,41.38,24.69,5.56,-8.39,-2.00,-4.30,-8.54,-1.88,-4.43,50.21
5451795,59.38,-60.56,157.06,-0.04,0.00,0.02,0.16,-0.04,0.13,40.69,23.88,5.19,-8.37,-1.91,-4.29,-8.54,-1.87,-4.43,50.16
5451826,59.19,-60.56,157.19,-0.06,0.01,0.00,0.05,0.03,0.05,40.69,23.88,5.19,-8.45,-1.78,-4.40,-8.54,-1.86,-4.44,50.08
5451857,59.06,-60.50,157.25,-0.05,0.01,-0.00,0.10,0.01,-0.09,41.06,23.88,6.06,-8.43,-1.84,-4.54,-8.53,-1.85,-4.44,50.06
5451886,59.00,-60.50,157.31,-0.01,-0.00,0.00,0.15,-0.03,-0.04,41.75,24.25,5.19,-8.39,-1.89,-4.49,-8.53,-1.85,-4.45,50.13
5451917,58.94,-60.56,157.31,-0.02,-0.02,0.01,0.09,-0.02,0.05,41.75,24.25,5.19,-8.44,-1.87,-4.39,-8.54,-1.85,-4.44,50.10
5451945,58.81,-60.56,157.38,-0.08,-0.02,-0.01,0.09,0.04,0.03,41.06,23.88,4.75,-8.45,-1.82,-4.48,-8.54,-1.84,-4.44,50.16
5451971,58.62,-60.56,157.44,-0.05,-0.02,-0.00,0.09,0.09,-0.05,41.06,23.88,4.75,-8.41,-1.72,-4.49,-8.54,-1.84,-4.44,50.09
5452001,58.56,-60.56,157.50,-0.00,-0.00,0.01,0.20,0.13,0.00,42.19,24.25,6.50,-8.33,-1.70,-4.43,-8.54,-1.83,-4.44,50.11
5452030,58.56,-60.56,157.50,0.02,0.02,-0.01,0.16,0.09,0.09,42.19,24.25,6.50,-8.37,-1.74,-4.35,-8.54,-1.83,-4.45,50.09
5452059,58.62,-60.56,157.50,0.02,0.04,-0.01,0.00,0.03,0.09,41.38,24.25,5.19,-8.53,-1.80,-4.35,-8.53,-1.84,-4.45,50.08
5452087,58.69,-60.50,157.50,0.02,0.04,-0.01,0.00,0.00,0.12,41.75,23.19,5.19,-8.53,-1.84,-4.34,-8.53,-1.84,-4.46,50.09
5452118,58.75,-60.38,157.56,0.00,0.05,0.00,0.02,-0.02,0.02,41.75,23.19,5.19,-8.50,-1.86,-4.45,-8.52,-1.84,-4.47,50.08
5452147,58.81,-60.31,157.62,0.00,0.05,0.01,0.06,0.01,-0.02,41.38,23.56,7.38,-8.43,-1.81,-4.48,-8.51,-1.84,-4.49,50.05
5452178,58.81,-60.25,157.69,-0.01,0.04,0.00,0.24,0.08,0.04,41.38,23.56,7.38,-8.27,-1.76,-4.46,-8.51,-1.84,-4.50,50.03
5452208,58.81,-60.19,157.75,-0.00,0.03,0.00,0.23,0.08,-0.01,41.06,23.88,7.38,-8.27,-1.75,-4.52,-8.50,-1.84,-4.51,49.97
5452236,58.81,-60.12,157.81,0.02,0.03,0.02,0.17,0.04,-0.04,41.38,24.25,6.06,-8.39,-1.85,-4.57,-8.50,-1.84,-4.51,50.05
5452267,58.94,-60.12,157.88,0.05,0.03,0.05,0.02,-0.06,0.00,41.38,24.25,6.06,-8.48,-1.90,-4.52,-8.50,-1.83,-4.52,50.09
5452296,58.94,-60.12,158.00,0.04,0.02,0.06,0.06,-0.08,0.07,40.25,23.88,8.75,-8.43,-1.87,-4.44,-8.50,-1.82,-4.53,50.12
5452323,58.94,-60.12,158.12,-0.03,0.01,0.03,0.15,0.03,0.13,40.25,23.88,8.75,-8.34,-1.77,-4.40,-8.50,-1.81,-4.53,50.07
5452354,58.75,-60.06,158.25,-0.05,0.02,0.02,0.13,0.06,0.01,41.75,23.88,6.06,-8.36,-1.74,-4.51,-8.50,-1.80,-4.53,50.02
5452383,58.69,-60.06,158.38,0.01,0.02,0.02,0.08,0.03,-0.03,41.75,23.88,6.06,-8.41,-1.76,-4.58,-8.50,-1.79,-4.54,50.01
5452409,58.69,-60.06,158.44,0.02,0.00,0.02,0.07,-0.02,-0.06,41.75,23.56,6.88,-8.43,-1.81,-4.61,-8.50,-1.79,-4.54,50.03
5452438,58.69,-60.06,158.44,-0.00,0.01,0.02,0.14,0.03,0.05,41.38,23.56,5.19,-8.35,-1.75,-4.48,-8.50,-1.79,-4.54,50.08
5452468,58.69,-60.06,158.50,0.00,0.01,0.01,0.17,0.04,0.05,41.38,23.56,5.19,-8.33,-1.74,-4.49,-8.50,-1.78,-4.54,49.97
5452498,58.69,-60.06,158.56,0.02,0.03,0.03,0.07,0.04,0.02,41.06,23.88,6.06,-8.42,-1.74,-4.52,-8.50,-1.78,-4.55,50.01
5452529,58.69,-60.00,158.62,0.03,0.04,0.02,0.04,0.06,0.03,41.06,23.88,6.06,-8.45,-1.71,-4.52,-8.49,-1.78,-4.56,50.07
5452559,58.81,-60.00,158.62,0.04,0.01,0.02,0.08,0.04,-0.04,41.38,23.56,6.88,-8.41,-1.73,-4.61,-8.49,-1.78,-4.56,50.04
5452587,58.88,-60.00,158.62,0.03,0.00,0.02,0.16,0.00,-0.04,41.38,23.56,6.88,-8.29,-1.75,-4.57,-8.49,-1.78,-4.56,50.01
5452618,58.88,-60.00,158.62,0.02,-0.00,0.02,0.25,0.01,0.00,41.75,23.19,6.50,-8.23,-1.76,-4.56,-8.49,-1.78,-4.56,49.99
5452647,59.00,-60.00,158.69,0.06,0.00,0.04,0.19,0.01,0.03,41.75,23.88,6.50,-8.31,-1.80,-4.50,-8.49,-1.77,-4.56,50.00
5452678,59.06,-60.00,158.69,0.07,-0.01,0.05,0.02,-0.06,0.03,41.75,23.88,6.50,-8.47,-1.84,-4.51,-8.49,-1.77,-4.55,49.93
5452708,59.12,-60.06,158.75,0.02,-0.01,0.05,0.00,-0.05,0.03,41.06,24.25,5.56,-8.51,-1.82,-4.51,-8.50,-1.76,-4.55,49.96
5452737,59.00,-60.12,158.88,-0.01,-0.01,0.03,0.02,0.05,0.11,42.56,23.56,6.06,-8.47,-1.66,-4.40,-8.50,-1.75,-4.55,49.95
5452768,58.88,-60.12,158.94,-0.05,-0.01,0.00,0.11,0.07,0.03,42.56,23.56,6.06,-8.39,-1.67,-4.51,-8.50,-1.75,-4.55,50.07
5452798,58.88,-60.12,158.94,-0.00,0.01,0.01,0.18,0.03,-0.01,41.38,23.19,6.06,-8.32,-1.71,-4.57,-8.50,-1.74,-4.55,50.07
5452828,58.88,-60.12,159.00,-0.00,0.02,0.01,0.14,0.01,-0.03,41.38,23.19,6.06,-8.35,-1.73,-4.59,-8.50,-1.74,-4.56,50.07
5452859,58.88,-60.06,159.00,0.00,0.00,0.01,0.12,0.08,-0.04,41.75,22.75,5.19,-8.38,-1.66,-4.60,-8.50,-1.74,-4.56,50.08
5452889,58.88,-60.12,159.00,-0.00,-0.01,0.00,0.13,0.09,0.01,42.88,23.19,5.56,-8.36,-1.64,-4.54,-8.50,-1.74,-4.56,50.06
5452919,58.88,-60.12,159.00,0.02,0.01,0.00,0.21,0.02,0.02,42.88,23.19,5.56,-8.29,-1.72,-4.53,-8.50,-1.75,-4.55,50.08
5452947,58.94,-60.06,158.94,0.04,0.02,0.02,0.18,-0.02,0.04,41.75,23.56,5.56,-8.33,-1.77,-4.53,-8.50,-1.75,-4.56,50.00
5452978,59.00,-60.06,158.94,0.03,0.00,0.03,0.05,-0.05,0.00,41.75,23.56,5.56,-8.44,-1.80,-4.56,-8.50,-1.74,-4.55,50.04
