milliseconds,orientationx,orientationy,orientationz,angVelocityx,angVelocityy,angVelocityz,linAccelerationx,linAccelerationy,linAccelerationz,magneticx,magneticy,magneticz,accelerationx,accelerationy,accelerationz,gravityx,gravityy,gravityz,altitude
5515730,308.31,-63.44,41.69,-0.01,0.02,-0.03,-0.01,-0.16,0.10,41.25,22.19,7.25,-8.78,-3.08,3.37,-8.77,-2.91,3.26,50.42
5515757,308.31,-63.44,41.88,0.06,0.03,-0.03,0.01,-0.02,0.13,42.00,21.06,6.88,-8.75,-2.94,3.39,-8.77,-2.92,3.26,50.37
5515787,308.38,-63.44,41.88,0.05,0.04,-0.03,-0.11,-0.11,0.13,42.00,21.06,6.88,-8.89,-3.04,3.39,-8.77,-2.92,3.25,50.32
5515813,308.50,-63.44,42.00,0.05,0.04,-0.02,-0.13,-0.26,0.05,41.69,22.19,6.00,-8.91,-3.19,3.30,-8.77,-2.93,3.25,50.37
5515842,308.69,-63.50,41.94,0.14,0.05,-0.02,-0.14,-0.22,0.07,41.69,21.50,5.50,-8.92,-3.15,3.32,-8.77,-2.92,3.25,50.43
5515870,308.88,-63.56,41.94,0.12,0.08,-0.01,-0.25,-0.15,0.12,41.69,21.50,5.50,-9.03,-3.07,3.37,-8.78,-2.91,3.24,50.42
5515899,309.00,-63.62,41.94,0.11,0.10,-0.00,-0.22,-0.14,0.01,41.69,21.88,5.50,-9.01,-3.05,3.24,-8.79,-2.90,3.23,50.48
5515930,309.19,-63.75,42.00,0.18,0.10,0.00,-0.11,0.00,-0.10,41.69,21.88,5.50,-8.91,-2.89,3.10,-8.80,-2.89,3.21,50.42
5515960,309.44,-63.88,41.94,0.09,0.11,0.01,-0.08,0.07,-0.11,41.25,21.50,5.06,-8.89,-2.80,3.08,-8.81,-2.88,3.20,50.38
5515990,309.44,-64.12,42.19,-0.03,0.13,0.02,-0.20,-0.04,-0.07,41.69,21.50,5.56,-9.03,-2.91,3.09,-8.82,-2.87,3.16,50.39
5516020,309.44,-64.19,42.44,-0.04,0.09,-0.03,-0.18,-0.07,-0.10,41.69,21.50,5.56,-9.01,-2.95,3.03,-8.83,-2.88,3.13,50.39
5516050,309.44,-64.25,42.81,-0.03,0.06,-0.04,-0.05,-0.14,-0.12,41.69,21.06,5.50,-8.89,-3.03,2.98,-8.83,-2.89,3.11,50.47
5516080,309.50,-64.31,43.06,-0.07,0.02,0.00,-0.01,-0.18,-0.03,41.69,21.06,5.50,-8.85,-3.08,3.05,-8.83,-2.90,3.09,50.41
5516111,309.44,-64.31,43.12,0.04,-0.02,0.02,-0.06,-0.10,0.02,41.25,22.19,5.06,-8.90,-3.00,3.12,-8.83,-2.90,3.09,50.35
5516140,309.44,-64.31,43.00,0.02,-0.04,0.03,-0.03,0.03,0.00,40.88,21.06,6.38,-8.87,-2.86,3.12,-8.83,-2.89,3.11,50.31
5516170,309.38,-64.25,42.81,-0.05,-0.08,0.03,-0.09,-0.07,-0.11,40.88,21.06,6.38,-8.92,-2.96,3.01,-8.83,-2.89,3.12,50.36
5516200,309.00,-64.19,42.56,0.02,-0.13,0.01,-0.20,0.31,0.18,41.25,20.69,6.88,-9.02,-2.56,3.34,-8.82,-2.88,3.15,50.44
5516230,309.00,-63.94,42.19,-0.01,-0.11,-0.05,-0.15,0.21,0.54,41.25,20.69,6.88,-8.97,-2.67,3.73,-8.81,-2.88,3.18,50.39
5516262,308.94,-63.81,42.31,-0.15,-0.06,-0.06,0.02,-0.10,0.37,41.69,21.06,5.50,-8.77,-3.01,3.57,-8.80,-2.91,3.19,50.40
5516292,308.88,-63.69,42.69,-0.07,0.01,-0.07,0.30,-0.06,0.26,41.69,22.19,6.00,-8.48,-3.00,3.45,-8.79,-2.94,3.18,50.44
5516318,309.00,-63.69,43.00,-0.02,0.08,-0.07,0.06,0.13,0.15,41.69,22.19,6.00,-8.72,-2.82,3.32,-8.79,-2.96,3.17,50.45
5516348,309.06,-63.69,43.38,-0.09,0.10,-0.08,-0.10,0.11,0.09,40.50,21.88,6.38,-8.90,-2.92,3.18,-8.79,-2.99,3.13,50.35
5516374,309.12,-63.75,44.06,-0.16,0.12,-0.09,-0.18,-0.07,0.01,40.50,21.88,6.38,-8.98,-3.10,3.10,-8.79,-3.02,3.09,50.35
5516403,309.06,-63.81,44.88,-0.23,0.12,-0.07,-0.17,-0.14,0.00,41.25,21.50,6.00,-8.98,-3.19,3.06,-8.80,-3.05,3.06,50.35
5516433,308.88,-63.88,45.81,-0.31,0.11,-0.06,-0.21,-0.23,-0.05,41.25,21.50,6.00,-9.02,-3.32,2.94,-8.80,-3.09,3.00,50.38
5516460,308.75,-63.88,46.75,-0.26,0.08,-0.10,-0.05,-0.14,-0.01,40.50,22.19,6.00,-8.86,-3.28,2.93,-8.80,-3.14,2.95,50.45
5516490,308.69,-63.81,47.25,-0.15,0.04,-0.11,0.00,0.00,0.20,41.69,22.19,6.88,-8.79,-3.18,3.13,-8.80,-3.18,2.92,50.49
5516520,308.75,-63.75,47.75,-0.07,0.03,-0.07,-0.08,0.05,0.15,41.69,22.19,6.88,-8.88,-3.16,3.06,-8.79,-3.21,2.90,50.52
5516549,308.88,-63.69,48.12,0.02,0.03,-0.09,-0.27,0.13,0.11,40.88,22.56,6.88,-9.06,-3.10,3.01,-8.79,-3.23,2.90,50.41
5516579,309.12,-63.56,48.25,0.08,0.02,-0.16,-0.10,0.17,0.03,40.88,22.56,6.88,-8.88,-3.09,2.93,-8.77,-3.26,2.90,50.45
5516609,309.56,-63.38,48.56,0.09,0.03,-0.22,-0.08,0.06,0.01,40.50,22.56,6.00,-8.84,-3.24,2.92,-8.76,-3.31,2.90,50.42
5516637,310.12,-63.06,48.88,0.16,-0.02,-0.25,-0.06,0.00,-0.17,40.50,22.56,6.00,-8.81,-3.33,2.74,-8.73,-3.35,2.92,50.44
5516668,310.94,-62.62,48.62,0.49,-0.15,-0.31,0.00,-0.03,-0.52,40.19,22.56,7.69,-8.73,-3.43,2.45,-8.69,-3.39,3.01,50.48
5516700,312.69,-61.69,47.31,0.78,-0.33,-0.37,-0.20,-0.19,-0.49,39.75,23.69,6.88,-8.84,-3.61,2.65,-8.63,-3.41,3.14,50.46
5516730,313.62,-61.06,46.44,0.83,-0.42,-0.39,-0.33,-0.27,-0.09,39.75,23.69,6.88,-8.89,-3.71,3.24,-8.55,-3.43,3.33,50.44
5516760,315.12,-60.00,44.56,0.99,-0.57,-0.40,0.07,-0.16,0.09,39.75,24.75,5.06,-8.39,-3.59,3.66,-8.46,-3.43,3.57,50.49
5516789,316.69,-58.75,42.19,1.22,-0.74,-0.39,0.41,-0.17,0.07,39.00,25.19,4.19,-7.92,-3.56,3.94,-8.34,-3.39,3.87,50.46
5516819,318.31,-57.38,39.38,1.31,-0.74,-0.31,0.47,-0.33,-0.01,39.00,25.19,4.19,-7.75,-3.65,4.16,-8.22,-3.32,4.17,50.46
5516848,319.62,-56.31,36.62,1.25,-0.64,-0.13,0.04,-0.31,0.29,39.38,25.88,-0.25,-8.26,-3.40,4.79,-8.13,-3.19,4.44,50.46
5516879,320.69,-55.44,34.00,1.12,-0.57,-0.06,-0.33,-0.13,0.36,39.38,25.88,-0.25,-8.32,-3.18,5.06,-8.05,-3.06,4.68,50.45
5516909,321.56,-54.75,31.62,0.99,-0.46,0.01,0.37,-0.53,0.19,38.25,26.69,-2.00,-7.62,-3.45,5.07,-7.99,-2.92,4.87,50.33
5516937,322.00,-54.31,29.38,0.91,-0.31,0.22,0.59,-0.93,0.03,38.25,26.69,-2.00,-7.33,-3.74,4.89,-7.96,-2.73,5.02,50.27
5516969,322.31,-54.31,26.62,1.23,-0.16,0.41,0.14,-0.72,-0.54,38.25,25.88,-4.56,-8.14,-2.88,4.92,-7.97,-2.46,5.15,50.31
5516997,322.81,-54.50,23.38,1.37,-0.06,0.37,-0.78,0.44,0.72,39.00,24.75,-6.00,-8.83,-1.57,6.09,-7.98,-2.17,5.25,50.33
5517028,323.38,-54.44,21.12,0.83,-0.15,0.09,-0.89,0.58,0.59,39.00,24.75,-6.00,-8.60,-1.53,5.67,-7.97,-2.02,5.34,50.33
5517059,323.69,-54.19,20.25,0.26,-0.14,0.02,-0.10,-0.01,-0.03,38.69,24.38,-7.75,-8.05,-1.98,5.35,-7.95,-1.97,5.39,50.36
5517088,323.50,-54.12,19.81,-0.01,-0.08,0.18,-0.53,-0.22,-0.07,38.69,24.38,-7.75,-8.25,-2.27,5.45,-7.94,-1.93,5.41,50.47
5517119,323.19,-54.00,19.25,0.08,-0.14,0.21,0.23,-0.57,0.03,39.00,24.06,-8.19,-7.65,-2.47,5.46,-7.93,-1.87,5.44,50.43
5517147,323.12,-53.94,18.25,0.43,-0.13,0.15,0.17,-0.58,-0.12,38.69,24.06,-8.19,-7.75,-2.39,5.35,-7.92,-1.77,5.50,50.38
5517173,323.69,-53.69,16.69,1.05,-0.20,0.07,0.05,-0.40,-0.18,38.69,24.06,-8.19,-7.84,-1.57,5.71,-7.89,-1.59,5.59,50.45
5517202,324.81,-53.31,14.31,1.40,-0.25,-0.06,0.00,0.26,0.33,39.75,23.00,-9.88,-7.87,-1.18,6.00,-7.86,-1.45,5.67,50.47
5517231,325.81,-52.88,12.62,0.86,-0.25,-0.10,-0.03,0.58,0.18,39.75,23.00,-9.88,-7.85,-0.70,5.95,-7.82,-1.29,5.77,50.47
5517261,326.12,-52.62,12.12,0.20,-0.23,-0.01,0.01,0.18,-0.30,39.00,22.56,-10.38,-7.76,-1.05,5.52,-7.78,-1.23,5.83,50.38
5517289,326.19,-52.19,11.69,0.11,-0.27,0.04,-0.11,0.02,-0.20,38.69,22.56,-13.06,-7.84,-0.99,5.79,-7.73,-1.21,5.90,50.29
5517319,326.38,-51.69,11.19,0.31,-0.34,-0.04,-0.27,0.32,-0.20,38.69,22.56,-13.06,-7.96,-0.84,5.77,-7.68,-1.16,5.98,50.36
5517348,326.75,-51.19,10.94,0.11,-0.32,-0.20,0.15,0.29,-0.02,37.88,22.56,-13.06,-7.38,-0.96,6.02,-7.62,-1.19,6.05,50.30
5517379,326.81,-50.62,11.75,-0.49,-0.29,-0.21,0.52,-0.29,0.04,37.88,22.56,-13.06,-7.18,-1.77,6.10,-7.56,-1.31,6.10,50.23
5517409,326.62,-50.06,12.75,-0.44,-0.28,-0.08,0.41,-0.61,0.16,37.88,22.19,-13.50,-7.09,-2.03,6.31,-7.50,-1.41,6.14,50.39
5517438,326.38,-49.69,13.06,-0.26,-0.23,0.06,0.77,-0.68,1.48,37.88,22.19,-13.50,-7.56,-2.18,7.24,-7.47,-1.46,6.17,50.43
5517469,324.69,-49.81,14.75,-2.16,0.02,0.51,-1.15,-0.11,-0.85,38.25,23.38,-14.75,-8.79,-1.58,4.67,-7.49,-1.73,6.08,50.45
5517498,321.94,-49.69,18.25,-2.45,-0.26,0.21,-0.70,0.43,0.48,38.25,23.38,-13.88,-8.18,-1.55,6.51,-7.46,-2.10,6.00,50.52
5517529,320.56,-49.31,20.94,-1.44,-0.21,0.00,-0.35,-0.52,-0.04,38.25,23.38,-13.88,-7.67,-2.80,5.71,-7.42,-2.35,5.95,50.50
5517560,319.94,-48.94,22.19,-0.40,-0.22,-0.08,-0.16,-0.29,-0.08,37.50,23.69,-10.75,-7.54,-2.74,5.89,-7.38,-2.44,5.97,50.49
5517588,320.38,-48.44,22.00,0.40,-0.28,-0.27,0.06,-0.07,-0.01,37.50,23.69,-10.75,-7.10,-2.39,6.08,-7.31,-2.43,6.06,50.46
5517619,321.31,-47.75,21.69,0.44,-0.26,-0.41,0.49,0.28,0.05,37.88,24.38,-11.25,-6.72,-2.12,6.22,-7.23,-2.44,6.14,50.44
5517647,322.25,-47.25,21.81,0.15,-0.14,-0.36,0.47,0.29,0.21,37.50,25.56,-11.75,-6.72,-2.18,6.39,-7.18,-2.49,6.18,50.43
5517673,322.62,-46.94,22.38,-0.16,-0.01,-0.25,0.18,0.14,0.29,37.50,25.56,-11.75,-7.04,-2.48,6.45,-7.16,-2.57,6.18,50.45
5517703,322.94,-46.75,23.12,-0.20,-0.03,-0.26,0.08,0.01,0.26,36.50,25.88,-11.75,-7.06,-2.62,6.43,-7.14,-2.63,6.17,50.40
5517732,323.38,-46.50,23.62,-0.00,-0.05,-0.29,0.19,-0.37,0.06,36.50,25.88,-11.75,-6.92,-3.08,6.24,-7.11,-2.70,6.17,50.34
5517762,323.62,-46.38,23.88,0.00,-0.01,-0.19,-0.11,-0.59,-0.03,35.69,25.56,-10.75,-7.20,-3.34,6.14,-7.09,-2.75,6.18,50.38
5517791,323.94,-46.25,24.12,0.09,-0.03,-0.13,-0.34,-0.61,0.09,35.69,26.25,-10.75,-7.42,-3.39,6.28,-7.08,-2.77,6.19,50.43
5517821,324.25,-46.06,24.06,0.20,-0.06,-0.11,-0.25,-0.29,0.05,35.69,26.25,-10.75,-7.31,-3.06,6.26,-7.06,-2.76,6.21,50.33
5517850,324.50,-45.94,23.81,0.21,-0.05,-0.08,-0.10,-0.17,0.06,36.06,26.69,-11.75,-7.15,-2.92,6.30,-7.04,-2.74,6.24,50.42
5517880,324.75,-45.81,23.50,0.23,-0.04,-0.03,0.08,-0.35,-0.28,36.06,26.69,-11.75,-6.95,-3.06,5.98,-7.03,-2.71,6.27,50.51
5517910,325.06,-45.81,22.81,0.55,-0.05,0.07,0.16,-0.21,-0.15,35.38,27.38,-11.75,-6.86,-2.83,6.16,-7.03,-2.61,6.31,50.39
5517939,325.38,-45.75,21.69,0.59,-0.09,0.08,-0.11,-0.23,-0.14,35.38,27.38,-11.75,-7.31,-2.86,6.23,-7.02,-2.49,6.37,50.36
5517970,325.62,-45.56,20.81,0.39,-0.18,0.02,-0.43,-0.13,-0.01,35.69,26.69,-13.50,-7.42,-2.54,6.38,-6.99,-2.42,6.43,50.37
5517998,325.94,-45.12,20.19,0.26,-0.29,-0.05,-0.60,0.19,0.01,35.38,25.88,-14.75,-7.48,-1.99,6.58,-6.93,-2.38,6.51,50.39
5518029,326.00,-44.62,20.00,-0.04,-0.29,-0.07,-0.09,0.00,-0.07,35.38,25.88,-14.75,-6.91,-2.58,6.40,-6.87,-2.40,6.57,50.32
5518060,326.06,-44.12,20.12,-0.07,-0.33,-0.08,-0.17,-0.96,-1.03,35.00,25.88,-14.75,-6.98,-3.38,5.60,-6.80,-2.41,6.63,50.33
5518089,326.38,-43.38,19.12,0.90,-0.52,-0.05,-0.22,-0.89,-0.95,35.00,25.88,-14.75,-7.11,-2.37,6.59,-6.69,-2.25,6.79,50.40
5518120,327.25,-42.31,16.69,1.40,-0.69,-0.13,-0.39,0.53,0.11,35.38,25.88,-14.75,-6.94,-1.24,7.10,-6.55,-2.01,7.00,50.34
5518148,328.12,-41.06,15.19,0.57,-0.71,-0.23,0.19,0.48,0.01,34.56,25.56,-17.88,-6.25,-1.45,7.14,-6.39,-1.93,7.17,50.31
5518174,328.50,-40.00,15.00,0.12,-0.58,-0.22,-0.01,0.06,0.05,34.56,25.56,-17.88,-6.09,-1.86,8.01,-6.26,-1.94,7.29,50.45
5518204,329.00,-39.06,14.50,0.45,-0.49,-0.22,0.00,-0.09,0.12,33.88,24.75,-19.25,-6.18,-2.00,7.49,-6.18,-1.91,7.36,50.45
5518233,329.62,-38.19,13.75,0.58,-0.49,-0.24,0.37,-0.10,-0.07,33.88,24.75,-19.25,-5.69,-1.94,7.41,-6.06,-1.83,7.48,50.47
5518262,330.06,-37.62,13.19,0.66,-0.49,-0.14,0.01,-0.38,-0.25,32.69,25.19,-20.06,-5.93,-2.12,7.34,-5.94,-1.73,7.60,50.44
5518291,330.62,-36.75,11.88,1.14,-0.50,-0.10,-0.38,-0.61,0.06,32.38,24.75,-21.38,-6.22,-2.15,7.79,-5.83,-1.54,7.72,50.50
5518321,331.38,-35.88,9.81,1.61,-0.54,-0.07,-0.16,-0.69,0.10,32.38,24.75,-21.38,-5.88,-1.93,7.97,-5.71,-1.23,7.87,50.50
5518350,332.38,-35.00,6.94,1.78,-0.53,-0.01,0.00,-0.94,-0.31,30.50,23.69,-24.06,-5.58,-1.76,7.70,-5.59,-0.82,8.01,50.46
5518381,333.38,-34.12,3.12,2.41,-0.54,0.15,-0.27,-1.02,0.44,30.50,23.69,-24.06,-5.73,-1.26,8.58,-5.46,-0.23,8.13,50.41
5518411,334.56,-33.25,-2.00,3.29,-0.55,0.26,0.11,0.07,0.63,29.38,22.56,-26.69,-5.22,0.65,8.84,-5.33,0.58,8.20,50.47
5518439,335.75,-32.31,-7.94,3.26,-0.48,0.33,0.06,1.12,0.21,29.38,17.69,-30.25,-4.77,2.36,8.72,-5.21,1.39,8.18,50.56
5518470,336.31,-31.69,-12.31,1.94,-0.21,0.44,0.35,1.27,0.38,29.38,17.69,-30.25,-4.79,3.20,8.51,-5.14,1.92,8.12,50.50
5518499,336.00,-31.50,-14.44,0.50,0.15,0.53,0.16,1.33,0.38,29.00,12.19,-33.88,-5.10,3.61,8.49,-5.14,2.11,8.07,50.42
5518530,334.81,-31.88,-14.25,-0.95,0.42,0.52,-0.06,1.36,0.38,29.00,12.19,-33.88,-5.20,3.18,8.57,-5.20,1.97,8.07,50.44
5518561,332.88,-32.56,-11.88,-2.40,0.67,0.59,-0.20,2.02,0.38,29.38,10.38,-32.06,-5.54,3.51,8.47,-5.33,1.48,8.09,50.45
5518590,329.88,-33.81,-6.50,-4.19,0.85,0.60,-0.81,1.12,-0.96,31.19,12.56,-29.50,-6.39,1.38,7.08,-5.51,0.62,8.08,50.42
5518620,327.06,-34.94,-0.31,-3.83,0.64,0.33,-0.22,-0.15,-0.57,31.19,12.56,-29.50,-5.89,-0.37,7.42,-5.66,-0.21,8.00,50.40
5518649,325.06,-35.88,4.94,-3.02,0.54,0.09,0.07,-0.13,-0.55,31.56,17.00,-26.75,-5.62,-0.89,7.43,-5.79,-0.90,7.86,50.34
5518674,323.69,-36.69,9.50,-2.59,0.48,-0.06,0.23,-0.34,-0.40,31.56,17.00,-26.75,-5.62,-1.92,7.23,-5.89,-1.49,7.69,50.35
5518705,322.50,-37.38,13.62,-2.24,0.44,-0.05,0.21,-0.68,-0.42,33.88,20.56,-22.88,-5.74,-2.52,7.13,-5.96,-1.84,7.56,50.37
5518734,321.44,-38.06,16.94,-1.70,0.38,0.03,0.04,-0.53,-0.07,33.88,20.56,-22.88,-6.00,-2.78,7.30,-6.04,-2.25,7.38,50.34
5518761,320.69,-38.56,19.44,-1.30,0.29,-0.04,-0.22,-0.35,0.12,33.50,22.88,-19.75,-6.33,-2.91,7.34,-6.11,-2.55,7.22,50.33
5518790,320.38,-38.75,20.88,-1.12,0.26,-0.12,-0.10,-0.20,0.04,33.50,22.88,-19.75,-6.19,-2.94,7.12,-6.15,-2.81,7.09,50.44
5518821,320.06,-39.00,22.88,-0.99,0.21,-0.15,0.00,-0.24,-0.25,34.19,24.75,-18.00,-6.19,-3.28,6.71,-6.19,-3.04,6.97,50.45
5518849,319.75,-39.31,24.75,-0.96,0.22,-0.06,-0.07,-0.34,-0.31,33.88,26.19,-15.75,-6.52,-3.78,6.51,-6.22,-3.24,6.84,50.36
5518881,319.31,-39.62,26.25,-0.68,0.23,-0.00,-0.52,-0.49,0.01,33.88,26.19,-15.75,-6.80,-3.87,6.75,-6.27,-3.37,6.73,50.44
5518911,319.12,-39.88,27.12,-0.34,0.15,-0.02,-0.38,-0.43,-0.07,33.88,27.00,-13.56,-6.69,-3.88,6.60,-6.30,-3.44,6.67,50.49
5518940,319.12,-40.06,27.50,-0.08,0.09,-0.01,-0.19,-0.26,0.01,33.88,27.00,-13.56,-6.43,-3.67,6.71,-6.32,-3.47,6.64,50.48
5518971,319.00,-40.19,27.69,-0.11,0.08,0.06,-0.10,-0.05,0.09,33.88,27.25,-13.19,-6.44,-3.54,6.71,-6.34,-3.48,6.61,50.45
5519000,318.81,-40.38,27.81,-0.14,0.06,0.07,-0.17,0.00,0.15,35.00,28.06,-12.69,-6.48,-3.51,6.71,-6.36,-3.49,6.59,50.43
5519030,318.69,-40.50,28.00,-0.10,0.04,0.05,0.00,-0.02,0.15,35.00,28.06,-12.69,-6.36,-3.51,6.74,-6.37,-3.50,6.57,50.42
5519061,318.50,-40.56,28.06,-0.07,0.05,0.04,-0.13,-0.08,0.13,35.25,27.25,-11.88,-6.51,-3.59,6.69,-6.38,-3.50,6.56,50.52
5519090,318.50,-40.62,28.12,-0.03,0.02,0.02,-0.12,-0.09,0.05,35.25,28.06,-12.25,-6.49,-3.56,6.58,-6.39,-3.51,6.55,50.52
5519121,318.44,-40.62,28.19,-0.03,0.01,0.00,-0.01,-0.04,-0.06,35.25,28.06,-12.25,-6.40,-3.56,6.48,-6.39,-3.51,6.55,50.48
5519149,318.44,-40.69,28.25,-0.03,0.03,0.01,-0.03,-0.05,-0.04,34.50,27.25,-11.38,-6.43,-3.57,6.50,-6.39,-3.52,6.54,50.46
5519175,318.44,-40.75,28.31,-0.00,0.03,0.00,-0.14,-0.08,0.00,34.50,27.25,-11.38,-6.57,-3.58,6.49,-6.40,-3.52,6.53,50.42
5519204,318.56,-40.75,28.31,0.05,0.01,-0.03,-0.16,-0.05,-0.11,34.50,28.06,-12.25,-6.56,-3.57,6.42,-6.40,-3.52,6.53,50.42
5519233,318.62,-40.75,28.25,0.02,0.01,-0.02,-0.17,0.02,0.01,34.50,28.06,-12.25,-6.58,-3.49,6.55,-6.40,-3.52,6.53,50.37
5519262,318.69,-40.75,28.31,-0.02,0.01,-0.01,-0.25,-0.07,-0.01,34.50,28.06,-11.38,-6.66,-3.60,6.52,-6.40,-3.52,6.53,50.31
5519291,318.69,-40.75,28.31,-0.00,0.01,-0.01,-0.20,-0.20,-0.04,34.50,27.69,-13.19,-6.61,-3.73,6.48,-6.40,-3.52,6.53,50.31
5519321,318.75,-40.81,28.25,0.08,-0.01,0.01,-0.19,-0.19,-0.12,34.50,27.69,-13.19,-6.60,-3.70,6.41,-6.41,-3.51,6.53,50.33
5519350,318.88,-40.75,28.06,0.12,-0.06,0.01,-0.13,-0.22,-0.20,33.75,27.69,-12.25,-6.52,-3.74,6.35,-6.40,-3.49,6.55,50.43
5519381,318.94,-40.62,27.81,0.18,-0.16,0.01,-0.07,-0.35,-0.34,33.75,27.69,-12.25,-6.45,-3.81,6.24,-6.37,-3.46,6.59,50.49
5519412,319.25,-40.31,27.31,0.46,-0.26,0.01,-0.11,-0.57,-0.44,34.50,27.69,-14.00,-6.44,-3.97,6.22,-6.33,-3.39,6.66,50.47
5519441,319.56,-39.94,25.88,0.93,-0.36,0.11,-0.16,-0.71,-0.07,34.50,27.25,-12.69,-6.35,-3.86,6.72,-6.27,-3.20,6.81,50.55
5519471,319.75,-39.50,23.69,1.05,-0.39,0.21,0.45,-0.16,0.04,34.50,27.25,-12.69,-5.76,-3.11,7.02,-6.22,-2.95,6.97,50.55
5519500,319.94,-39.06,21.62,0.93,-0.33,0.13,-0.12,1.42,0.18,34.06,26.56,-15.38,-6.40,-1.37,7.99,-6.16,-2.75,7.11,50.47
5519531,320.12,-38.75,20.75,0.05,-0.19,0.03,0.00,0.89,0.84,34.06,26.56,-15.38,-5.98,-2.73,7.67,-6.13,-2.72,7.15,50.34
5519562,319.94,-38.56,20.62,0.18,-0.12,0.11,0.23,-0.35,0.45,34.50,25.75,-16.19,-5.88,-3.02,7.64,-6.11,-2.66,7.18,50.40
5519591,320.06,-38.44,19.56,0.58,-0.08,0.06,0.23,-0.07,0.70,34.50,25.50,-16.19,-5.86,-2.61,7.89,-6.10,-2.53,7.24,50.31
5519621,320.25,-38.44,18.88,0.28,-0.00,0.04,-0.02,-0.06,0.66,34.50,25.50,-16.19,-6.13,-2.53,7.93,-6.10,-2.46,7.26,50.30
5519650,320.25,-38.50,18.44,0.20,0.10,0.11,0.04,-0.10,0.39,34.06,24.69,-17.56,-6.08,-2.68,7.44,-6.12,-2.40,7.27,50.42
5519675,320.12,-38.88,17.81,0.35,0.17,0.21,-0.23,-0.35,0.17,34.06,24.69,-17.56,-6.49,-2.61,7.45,-6.17,-2.29,7.26,50.51
5519701,320.19,-39.19,16.81,0.50,0.17,0.19,-0.36,-0.07,0.13,34.06,24.69,-19.38,-6.57,-2.28,7.40,-6.20,-2.20,7.26,50.51
5519732,320.25,-39.44,16.25,0.43,0.18,0.14,-0.16,0.30,0.13,34.06,24.69,-19.38,-6.41,-1.77,7.39,-6.24,-2.08,7.26,50.53
5519763,320.25,-39.81,15.69,-0.02,0.23,0.11,0.03,0.48,0.14,34.50,22.88,-18.00,-6.26,-1.54,7.38,-6.30,-2.03,7.23,50.55
5519792,319.94,-40.25,16.00,-0.62,0.27,0.17,0.09,0.16,0.17,35.25,23.25,-18.50,-6.26,-1.93,7.33,-6.36,-2.09,7.15,50.50
5519822,319.12,-40.81,17.19,-1.30,0.31,0.37,0.14,-0.52,-0.16,35.25,23.25,-18.50,-6.29,-2.78,6.87,-6.44,-2.26,7.03,50.47
5519852,317.62,-41.44,18.94,-1.21,0.23,0.40,-0.29,0.06,-0.33,36.00,22.88,-17.06,-6.80,-2.53,7.05,-6.51,-2.42,6.91,50.41
5519882,316.81,-41.88,19.56,-0.39,0.17,0.26,-0.16,0.28,0.26,36.00,22.88,-17.06,-6.73,-2.17,7.12,-6.56,-2.45,6.85,50.34
5519912,316.31,-42.25,20.00,-0.47,0.16,0.20,0.05,0.56,-0.09,36.00,24.00,-15.75,-6.56,-1.94,6.69,-6.61,-2.51,6.78,50.39
5519941,315.56,-42.62,20.88,-0.73,0.16,0.21,0.05,0.71,-0.10,36.69,23.25,-14.88,-6.64,-1.88,6.71,-6.66,-2.61,6.70,50.38
5519972,314.62,-43.06,22.12,-0.99,0.17,0.23,-0.05,0.16,0.00,36.69,23.25,-14.88,-6.77,-2.59,6.59,-6.71,-2.75,6.59,50.38
5520001,313.44,-43.44,23.88,-1.23,0.15,0.22,-0.29,-0.41,-0.12,36.69,22.88,-13.19,-7.05,-3.55,6.41,-6.75,-2.94,6.46,50.39
5520032,312.50,-43.69,25.38,-0.83,0.08,0.13,-0.21,-0.99,-0.21,36.69,22.88,-13.19,-6.99,-4.06,6.16,-6.78,-3.07,6.37,50.49
5520062,312.19,-43.75,25.81,-0.05,-0.03,0.04,-0.22,-0.79,-0.12,37.06,24.00,-12.69,-7.00,-3.87,6.25,-6.78,-3.07,6.38,50.56
5520091,312.56,-43.62,24.94,0.76,-0.11,-0.06,-0.19,-0.39,0.20,37.75,24.25,-11.88,-6.91,-3.19,6.71,-6.75,-2.94,6.46,50.47
5520122,313.12,-43.44,23.62,0.71,-0.10,-0.03,0.04,0.07,0.31,37.75,24.25,-11.88,-6.69,-2.74,6.85,-6.73,-2.82,6.54,50.46
5520150,313.44,-43.31,22.75,0.41,-0.05,0.05,0.26,0.10,0.14,37.38,24.00,-11.38,-6.42,-2.61,6.65,-6.73,-2.73,6.58,50.48
5520176,313.50,-43.38,22.06,0.28,-0.00,0.10,0.21,0.18,0.04,37.38,24.00,-11.38,-6.52,-2.47,6.65,-6.73,-2.66,6.60,50.53
5520205,313.50,-43.44,21.62,0.13,0.00,0.08,0.02,0.22,0.07,37.06,24.25,-12.75,-6.71,-2.40,6.68,-6.74,-2.62,6.61,50.56
5520234,313.50,-43.38,21.31,0.09,-0.06,0.04,-0.07,0.12,-0.10,37.06,24.25,-12.75,-6.81,-2.46,6.53,-6.74,-2.59,6.63,50.55
5520263,313.50,-43.31,21.06,0.22,-0.12,0.02,0.04,-0.03,0.04,37.38,22.88,-12.75,-6.67,-2.58,6.70,-6.72,-2.55,6.66,50.60
5520292,313.62,-43.12,20.56,0.25,-0.11,0.02,0.26,-0.17,0.33,37.38,22.50,-13.69,-6.43,-2.67,7.04,-6.70,-2.50,6.70,50.52
